,time,mean,std
412,13:44:00,1145.64705882,24.6980292141
413,13:46:00,1146.29411765,25.5875084413
414,13:48:00,1144.94117647,24.7170755457
415,13:50:00,1153.5625,22.2559917026
416,13:52:00,1154.88235294,24.9696875054
417,13:54:00,1159.23529412,23.1017569996
418,13:56:00,1166.58823529,21.1750408014
419,13:58:00,1172.11764706,24.86936457
420,14:00:00,1177.0,27.9419040153
421,14:02:00,1179.17647059,24.610046968
422,14:04:00,1190.6875,25.8139981405
423,14:06:00,1192.64705882,26.8861980774
424,14:08:00,1196.35294118,24.6219951884
425,14:10:00,1203.3125,20.5773945549
426,14:12:00,1203.05882353,21.7240379195
427,14:14:00,1204.64705882,24.441105684
428,14:16:00,1210.94117647,23.0338625404
429,14:18:00,1212.11764706,21.8113569985
430,14:20:00,1215.35294118,25.2436654838
431,14:22:00,1220.35294118,20.5211512118
432,14:24:00,1220.88235294,20.6060742044
433,14:26:00,1222.29411765,21.0913628824
434,14:28:00,1224.35294118,24.9372742508
435,14:30:00,1226.47058824,27.5229850467
436,14:32:00,1229.05882353,26.1855651749
437,14:34:00,1232.82352941,25.978922452
438,14:36:00,1238.29411765,25.2209355147
439,14:38:00,1237.76470588,24.8559082809
440,14:40:00,1245.375,25.7963175667
441,14:42:00,1245.11764706,30.7913996778
442,14:44:00,1241.35294118,32.4710278103
443,14:46:00,1239.23529412,30.1900840752
444,14:48:00,1238.76470588,26.5742577784
445,14:50:00,1237.82352941,28.8947125226
446,14:52:00,1241.47058824,29.6587205706
447,14:54:00,1241.88235294,29.4339989488
448,14:56:00,1243.76470588,28.2035667331
449,14:58:00,1247.17647059,26.718989722
450,15:00:00,1247.58823529,27.4705724902
451,15:02:00,1247.41176471,29.6628109413
452,15:04:00,1249.05882353,28.5382869761
453,15:06:00,1249.11764706,26.6032947982
454,15:08:00,1247.70588235,23.188803079
455,15:10:00,1248.29411765,18.6170778651
456,15:12:00,1247.47058824,22.3665979953
457,15:14:00,1247.76470588,25.1757060769
458,15:16:00,1242.41176471,26.275128029
459,15:18:00,1241.64705882,26.2772267764
460,15:20:00,1241.52941176,26.6437554763
461,15:22:00,1241.88235294,29.4297518528
462,15:24:00,1243.94117647,27.9384828423
463,15:26:00,1245.82352941,28.7298522754
464,15:28:00,1244.17647059,30.6374674502
465,15:30:00,1244.125,31.2641967752
466,15:32:00,1245.11764706,30.7528095321
467,15:34:00,1246.05882353,29.3821174106
468,15:36:00,1245.41176471,30.7348719363
469,15:38:00,1239.17647059,30.8367380208
470,15:40:00,1237.29411765,33.346222998
471,15:42:00,1234.52941176,32.724451193
472,15:44:00,1229.17647059,31.1653559544
473,15:46:00,1227.82352941,28.1007902338
474,15:48:00,1225.76470588,27.7185168519
475,15:50:00,1224.23529412,30.4066798002
476,15:52:00,1223.9375,29.3994756189
477,15:54:00,1223.41176471,23.6961463732
478,15:56:00,1225.88235294,24.2226194727
479,15:58:00,1225.88235294,27.2233409801
480,16:00:00,1226.17647059,28.7668109419
481,16:02:00,1225.11764706,22.7098061224
482,16:04:00,1218.35294118,24.2305106644
483,16:06:00,1208.64705882,29.3831184026
484,16:08:00,1200.94117647,24.8482157011
485,16:10:00,1193.82352941,22.8205918364
486,16:12:00,1189.0,27.2786546589
487,16:14:00,1182.58823529,26.6037093831
488,16:16:00,1181.47058824,28.502450875
489,16:18:00,1185.35294118,29.8117870491
490,16:20:00,1185.41176471,30.131086156
491,16:22:00,1184.88235294,28.0643954882
492,16:24:00,1185.88235294,27.3493198109
493,16:26:00,1191.6875,21.0450904805
494,16:28:00,1185.88235294,27.1796853204
495,16:30:00,1190.35294118,28.4998710007
496,16:32:00,1185.41176471,26.5284253762
497,16:34:00,1189.29411765,30.3680850275
498,16:36:00,1186.70588235,30.8864142988
499,16:38:00,1180.35294118,33.4588201684
500,16:40:00,1177.25,32.0218675283
501,16:42:00,1171.0,35.0660091827
502,16:44:00,1161.05882353,33.9640813733
503,16:46:00,1158.52941176,31.3550586968
504,16:48:00,1155.76470588,31.8188808174
505,16:50:00,1155.64705882,38.1312555138
506,16:52:00,1145.82352941,36.4489974041
507,16:54:00,1141.47058824,34.7798750125
508,16:56:00,1142.23529412,32.9820584026
509,16:58:00,1135.29411765,31.0096047739
510,17:00:00,1127.0,34.0936211042
511,17:02:00,1121.17647059,25.3998899951
512,17:04:00,1108.94117647,30.7844737413
513,17:06:00,1093.875,32.4753752865
514,17:08:00,1075.23529412,29.9886007755
515,17:10:00,1060.94117647,31.3956019775
516,17:12:00,1039.94117647,33.2499447147
517,17:14:00,1030.88235294,30.8279142032
518,17:16:00,1025.23529412,29.1516067562
519,17:18:00,1016.17647059,33.4462914501
520,17:20:00,1011.23529412,36.8570370007
521,17:22:00,1012.47058824,32.8255191259
522,17:24:00,1014.125,34.3042757296
523,17:26:00,1021.29411765,34.8366988711
524,17:28:00,1025.52941176,32.9224802511
525,17:30:00,1024.64705882,26.7627100096
526,17:32:00,1022.52941176,29.0755860798
527,17:34:00,1012.23529412,27.8534769189
528,17:36:00,998.823529412,36.1822388993
529,17:38:00,999.117647059,40.2428291018
530,17:40:00,984.941176471,49.7537317548
531,17:42:00,966.117647059,50.9655304507
532,17:44:00,957.058823529,47.1108673613
533,17:46:00,948.823529412,53.3774710132
534,17:48:00,946.941176471,51.3827191138
535,17:50:00,953.647058824,53.0977179082
536,17:52:00,953.941176471,53.335577465
537,17:54:00,962.0,56.2283291589
538,17:56:00,971.529411765,51.9123271091
539,17:58:00,985.882352941,53.3020665089
540,18:00:00,996.058823529,49.1445197711
541,18:02:00,1007.64705882,51.2359019347
542,18:04:00,1011.58823529,56.4878956321
543,18:06:00,1020.0625,61.4540139725
544,18:08:00,1022.58823529,63.717206098
545,18:10:00,1031.8125,65.993149897
546,18:12:00,1027.94117647,60.0702407481
547,18:14:00,1019.11764706,59.3768498164
548,18:16:00,1019.17647059,58.1949689558
549,18:18:00,1029.1875,53.1378317836
550,18:20:00,1032.125,54.270771753
551,18:22:00,1044.35294118,58.5234367331
552,18:24:00,1054.88235294,60.9147789466
553,18:26:00,1062.52941176,57.2255599001
554,18:28:00,1072.52941176,56.5244611286
555,18:30:00,1077.05882353,57.1625648789
556,18:32:00,1078.29411765,57.0074169581
557,18:34:00,1080.64705882,56.8220260732
558,18:36:00,1082.29411765,62.5747200412
559,18:38:00,1085.17647059,66.5011609806
560,18:40:00,1089.1875,61.8969237254
561,18:42:00,1094.47058824,50.5236549141
562,18:44:00,1097.94117647,49.0452222294
563,18:46:00,1102.64705882,48.7069568651
564,18:48:00,1106.82352941,50.5757294734
565,18:50:00,1111.58823529,54.2644667618
566,18:52:00,1119.29411765,46.7276212559
567,18:54:00,1128.05882353,40.8326930722
568,18:56:00,1129.82352941,42.0939949609
569,18:58:00,1135.23529412,49.8341366582
570,19:00:00,1145.70588235,49.2858558639
571,19:02:00,1146.94117647,42.7411841615
572,19:04:00,1148.76470588,46.8181714345
573,19:06:00,1163.23529412,43.2919296922
574,19:08:00,1165.11764706,46.2261862381
575,19:10:00,1166.35294118,45.5507151103
576,19:12:00,1164.11764706,44.0381686054
577,19:14:00,1167.64705882,44.7785400282
578,19:16:00,1168.88235294,43.0767953093
579,19:18:00,1175.70588235,37.1597307342
580,19:20:00,1175.82352941,37.1066626331
581,19:22:00,1181.53333333,45.104429093
582,19:24:00,1186.0,42.6072176984
583,19:26:00,1189.52941176,45.3474332888
584,19:28:00,1195.41176471,40.8335934365
585,19:30:00,1192.35294118,42.0638520235
586,19:32:00,1188.8125,30.5291527342
587,19:34:00,1195.8125,46.4689412404
588,19:36:00,1200.35294118,41.8836799608
589,19:38:00,1201.88235294,36.563100171
590,19:40:00,1202.29411765,36.0360318048
591,19:42:00,1205.58823529,35.0518523468
592,19:44:00,1209.88235294,33.0622185299
593,19:46:00,1216.82352941,37.2344519466
594,19:48:00,1223.52941176,33.3618750355
595,19:50:00,1224.23529412,32.8167819335
596,19:52:00,1228.94117647,34.4010729997
597,19:54:00,1236.76470588,34.6257299774
598,19:56:00,1241.52941176,32.8179022164
599,19:58:00,1238.0,35.3783125658
600,20:00:00,1238.47058824,34.7421171762
601,20:02:00,1241.94117647,34.0688101279
602,20:04:00,1247.41176471,34.1523403728
603,20:06:00,1251.76470588,31.0735607305
604,20:08:00,1250.29411765,32.8000851864
605,20:10:00,1250.23529412,35.7937309661
606,20:12:00,1254.35294118,31.7744810667
607,20:14:00,1250.23529412,34.0835910149
608,20:16:00,1250.94117647,34.9418634811
